reg,time,area,dh,err_dh,dvol,err_dvol,dm,err_dm,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,area_nodata
5,2000-01-01,89717066000.0,0.0,0.133,0.0,11932709485.0,0.0,10.1428,0.99,0.995,0.0,0.42,20313000.0
5,2000-01-31,89717066000.0,0.009,,783253968.0,,0.6658,,0.99,0.995,0.0,0.0,20313000.0
5,2000-03-02,89717066000.0,0.017,,1563390370.0,,1.3289,,0.99,0.995,0.0,0.0,20313000.0
5,2000-04-01,89717066000.0,0.028,,2474171421.0,,2.103,,0.99,0.995,0.05,0.0,20313000.0
5,2000-05-02,89717066000.0,0.017,,1503797609.0,,1.2782,,0.99,0.995,0.01,0.0,20313000.0
5,2000-06-01,89717066000.0,-0.067,,-5972659798.0,,-5.0768,,0.99,0.995,0.13,0.0,20313000.0
5,2000-07-02,89717066000.0,-0.251,,-22554612286.0,,-19.1714,,0.99,0.995,0.2,0.0,20313000.0
5,2000-08-01,89717066000.0,-0.469,,-42054044579.0,,-35.7459,,0.99,0.995,0.22,0.0,20313000.0
5,2000-09-01,89717066000.0,-0.596,,-53502542886.0,,-45.4772,,0.99,0.995,0.05,0.0,20313000.0
5,2000-10-01,89717066000.0,-0.596,,-53449215699.0,,-45.4318,,0.99,0.995,0.0,0.0,20313000.0
5,2000-10-31,89717066000.0,-0.535,,-48040263478.0,,-40.8342,,0.99,0.995,0.0,0.0,20313000.0
5,2000-12-01,89717066000.0,-0.485,,-43541254593.0,,-37.0101,,0.99,0.995,0.0,0.0,20313000.0
5,2000-12-31,89717066000.0,-0.462,0.066,-41414977007.0,6078461064.0,-35.2027,5.7332,0.99,0.995,0.0,0.86,20313000.0
5,2001-01-31,89717066000.0,-0.452,,-40512267529.0,,-34.4354,,0.99,0.995,0.0,0.0,20313000.0
5,2001-03-02,89717066000.0,-0.442,,-39623940055.0,,-33.6803,,0.99,0.995,0.05,0.0,20313000.0
5,2001-04-02,89717066000.0,-0.43,,-38617108447.0,,-32.8245,,0.99,0.995,0.34,0.0,20313000.0
5,2001-05-02,89717066000.0,-0.441,,-39541559375.0,,-33.6103,,0.99,0.995,0.68,0.0,20313000.0
5,2001-06-01,89717066000.0,-0.525,,-47114987367.0,,-40.0477,,0.99,0.995,0.76,0.0,20313000.0
5,2001-07-02,89717066000.0,-0.713,,-63961251954.0,,-54.3671,,0.99,0.995,0.57,0.0,20313000.0
5,2001-08-01,89717066000.0,-0.934,,-83763584314.0,,-71.199,,0.99,0.995,0.18,0.0,20313000.0
5,2001-09-01,89717066000.0,-1.064,,-95428243742.0,,-81.114,,0.99,0.995,0.05,0.0,20313000.0
5,2001-10-01,89717066000.0,-1.065,,-95552120533.0,,-81.2193,,0.99,0.995,0.0,0.0,20313000.0
5,2001-11-01,89717066000.0,-1.008,,-90399194623.0,,-76.8393,,0.99,0.995,0.0,0.0,20313000.0
5,2001-12-01,89717066000.0,-0.961,,-86233498014.0,,-73.2985,,0.99,0.995,0.0,0.0,20313000.0
5,2002-01-01,89717066000.0,-0.941,0.053,-84463420804.0,5701516644.0,-71.7939,7.0121,0.99,0.995,0.0,0.93,20313000.0
5,2002-01-31,89717066000.0,-0.935,,-83904685872.0,,-71.319,,0.99,0.995,0.0,0.0,20313000.0
5,2002-03-02,89717066000.0,-0.929,,-83334082124.0,,-70.834,,0.99,0.995,0.06,0.0,20313000.0
5,2002-04-02,89717066000.0,-0.921,,-82651289743.0,,-70.2536,,0.99,0.995,0.25,0.0,20313000.0
5,2002-05-02,89717066000.0,-0.936,,-83981485031.0,,-71.3843,,0.99,0.995,0.54,0.0,20313000.0
5,2002-06-02,89717066000.0,-1.026,,-92024162727.0,,-78.2205,,0.99,0.995,1.37,0.0,20313000.0
5,2002-07-02,89717066000.0,-1.218,,-109237093495.0,,-92.8515,,0.99,0.995,1.12,0.0,20313000.0
5,2002-08-02,89717066000.0,-1.439,,-129147002468.0,,-109.775,,0.99,0.995,0.19,0.0,20313000.0
5,2002-09-01,89717066000.0,-1.569,,-140777793875.0,,-119.6611,,0.99,0.995,0.03,0.0,20313000.0
5,2002-10-01,89717066000.0,-1.571,,-140960539709.0,,-119.8165,,0.99,0.995,0.0,0.0,20313000.0
5,2002-11-01,89717066000.0,-1.515,,-135957538138.0,,-115.5639,,0.99,0.995,0.0,0.0,20313000.0
5,2002-12-01,89717066000.0,-1.47,,-131910111768.0,,-112.1236,,0.99,0.995,0.0,0.0,20313000.0
5,2003-01-01,89717066000.0,-1.451,0.049,-130175629526.0,6563061718.0,-110.6493,9.5982,0.99,0.995,0.0,0.92,20313000.0
5,2003-01-31,89717066000.0,-1.444,,-129569974348.0,,-110.1345,,0.99,0.995,0.0,0.0,20313000.0
5,2003-03-03,89717066000.0,-1.437,,-128886978199.0,,-109.5539,,0.99,0.995,0.04,0.0,20313000.0
5,2003-04-02,89717066000.0,-1.428,,-128081766250.0,,-108.8695,,0.99,0.995,0.34,0.0,20313000.0
5,2003-05-03,89717066000.0,-1.441,,-129320506375.0,,-109.9224,,0.99,0.995,0.28,0.0,20313000.0
5,2003-06-02,89717066000.0,-1.53,,-137238800904.0,,-116.653,,0.99,0.995,1.16,0.0,20313000.0
5,2003-07-02,89717066000.0,-1.719,,-154224561239.0,,-131.0909,,0.99,0.995,1.3,0.0,20313000.0
5,2003-08-02,89717066000.0,-1.938,,-173837782248.0,,-147.7621,,0.99,0.995,0.23,0.0,20313000.0
5,2003-09-01,89717066000.0,-2.064,,-185196858421.0,,-157.4173,,0.99,0.995,0.1,0.0,20313000.0
5,2003-10-02,89717066000.0,-2.064,,-185167352063.0,,-157.3922,,0.99,0.995,0.0,0.0,20313000.0
5,2003-11-01,89717066000.0,-2.006,,-179956531897.0,,-152.9631,,0.99,0.995,0.0,0.0,20313000.0
5,2003-12-02,89717066000.0,-1.958,,-175671428329.0,,-149.3207,,0.99,0.995,0.0,0.0,20313000.0
5,2004-01-01,89717066000.0,-1.936,0.051,-173674695928.0,7948403329.0,-147.6235,12.419,0.99,0.995,0.0,0.91,20313000.0
5,2004-01-31,89717066000.0,-1.926,,-172797571981.0,,-146.8779,,0.99,0.995,0.0,0.0,20313000.0
5,2004-03-02,89717066000.0,-1.915,,-171849684915.0,,-146.0722,,0.99,0.995,0.0,0.0,20313000.0
5,2004-04-01,89717066000.0,-1.904,,-170789142676.0,,-145.1708,,0.99,0.995,0.17,0.0,20313000.0
5,2004-05-02,89717066000.0,-1.914,,-171757386021.0,,-145.9938,,0.99,0.995,0.45,0.0,20313000.0
5,2004-06-01,89717066000.0,-1.999,,-179350362955.0,,-152.4478,,0.99,0.995,1.1,0.0,20313000.0
5,2004-07-02,89717066000.0,-2.185,,-195999488804.0,,-166.5996,,0.99,0.995,1.06,0.0,20313000.0
5,2004-08-01,89717066000.0,-2.401,,-215417687318.0,,-183.105,,0.99,0.995,0.32,0.0,20313000.0
5,2004-09-01,89717066000.0,-2.528,,-226760691099.0,,-192.7466,,0.99,0.995,0.0,0.0,20313000.0
5,2004-10-01,89717066000.0,-2.528,,-226801872296.0,,-192.7816,,0.99,0.995,0.01,0.0,20313000.0
5,2004-10-31,89717066000.0,-2.471,,-221670416712.0,,-188.4199,,0.99,0.995,0.0,0.0,20313000.0
5,2004-12-01,89717066000.0,-2.424,,-217469658079.0,,-184.8492,,0.99,0.995,0.0,0.0,20313000.0
5,2004-12-31,89717066000.0,-2.403,0.049,-215569091278.0,9201486053.0,-183.2337,15.115,0.99,0.995,0.0,0.89,20313000.0
