reg,time,area,dh,err_dh,dvol,err_dvol,dm,err_dm,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,area_nodata
4,2000-01-01,40888228000.0,0.0,0.324,0.0,13260814476.0,0.0,11.2717,0.994,0.999,0.0,0.16,1423000.0
4,2000-01-31,40888228000.0,-0.005,,-216008025.0,,-0.1836,,0.994,0.999,0.0,0.0,1423000.0
4,2000-03-02,40888228000.0,-0.008,,-341654270.0,,-0.2904,,0.994,0.999,0.0,0.0,1423000.0
4,2000-04-01,40888228000.0,-0.005,,-204938614.0,,-0.1742,,0.994,0.999,0.0,0.0,1423000.0
4,2000-05-02,40888228000.0,-0.01,,-427451632.0,,-0.3633,,0.994,0.999,0.0,0.0,1423000.0
4,2000-06-01,40888228000.0,-0.063,,-2592082390.0,,-2.2033,,0.994,0.999,0.03,0.0,1423000.0
4,2000-07-02,40888228000.0,-0.198,,-8098333332.0,,-6.8836,,0.994,0.999,0.03,0.0,1423000.0
4,2000-08-01,40888228000.0,-0.389,,-15885842217.0,,-13.503,,0.994,0.999,0.09,0.0,1423000.0
4,2000-09-01,40888228000.0,-0.547,,-22363822324.0,,-19.0092,,0.994,0.999,0.0,0.0,1423000.0
4,2000-10-01,40888228000.0,-0.612,,-25011187201.0,,-21.2595,,0.994,0.999,0.0,0.0,1423000.0
4,2000-10-31,40888228000.0,-0.606,,-24793136954.0,,-21.0742,,0.994,0.999,0.01,0.0,1423000.0
4,2000-12-01,40888228000.0,-0.589,,-24063805452.0,,-20.4542,,0.994,0.999,0.0,0.0,1423000.0
4,2000-12-31,40888228000.0,-0.585,0.236,-23918987218.0,9689430783.0,-20.3311,8.3601,0.994,0.999,0.0,0.47,1423000.0
4,2001-01-31,40888228000.0,-0.591,,-24172471075.0,,-20.5466,,0.994,0.999,0.0,0.0,1423000.0
4,2001-03-02,40888228000.0,-0.595,,-24331402408.0,,-20.6817,,0.994,0.999,0.06,0.0,1423000.0
4,2001-04-02,40888228000.0,-0.593,,-24234826505.0,,-20.5996,,0.994,0.999,0.18,0.0,1423000.0
4,2001-05-02,40888228000.0,-0.6,,-24518191839.0,,-20.8405,,0.994,0.999,0.19,0.0,1423000.0
4,2001-06-01,40888228000.0,-0.655,,-26770908678.0,,-22.7553,,0.994,0.999,0.02,0.0,1423000.0
4,2001-07-02,40888228000.0,-0.792,,-32391017284.0,,-27.5324,,0.994,0.999,0.02,0.0,1423000.0
4,2001-08-01,40888228000.0,-0.986,,-40313794521.0,,-34.2667,,0.994,0.999,0.07,0.0,1423000.0
4,2001-09-01,40888228000.0,-1.148,,-46950321126.0,,-39.9078,,0.994,0.999,0.03,0.0,1423000.0
4,2001-10-01,40888228000.0,-1.217,,-49776794887.0,,-42.3103,,0.994,0.999,0.02,0.0,1423000.0
4,2001-11-01,40888228000.0,-1.217,,-49748966055.0,,-42.2866,,0.994,0.999,0.07,0.0,1423000.0
4,2001-12-01,40888228000.0,-1.204,,-49216768809.0,,-41.8343,,0.994,0.999,0.0,0.0,1423000.0
4,2002-01-01,40888228000.0,-1.205,0.185,-49273181679.0,7689869254.0,-41.8822,7.1739,0.994,0.999,0.03,0.63,1423000.0
4,2002-01-31,40888228000.0,-1.216,,-49728408759.0,,-42.2691,,0.994,0.999,0.09,0.0,1423000.0
4,2002-03-02,40888228000.0,-1.225,,-50086820323.0,,-42.5738,,0.994,0.999,0.22,0.0,1423000.0
4,2002-04-02,40888228000.0,-1.227,,-50189166961.0,,-42.6608,,0.994,0.999,0.19,0.0,1423000.0
4,2002-05-02,40888228000.0,-1.239,,-50674230806.0,,-43.0731,,0.994,0.999,0.2,0.0,1423000.0
4,2002-06-02,40888228000.0,-1.299,,-53122223624.0,,-45.1539,,0.994,0.999,0.18,0.0,1423000.0
4,2002-07-02,40888228000.0,-1.441,,-58916959668.0,,-50.0794,,0.994,0.999,0.15,0.0,1423000.0
4,2002-08-02,40888228000.0,-1.638,,-66986489199.0,,-56.9385,,0.994,0.999,0.14,0.0,1423000.0
4,2002-09-01,40888228000.0,-1.803,,-73732031556.0,,-62.6722,,0.994,0.999,0.24,0.0,1423000.0
4,2002-10-01,40888228000.0,-1.874,,-76619041676.0,,-65.1262,,0.994,0.999,0.0,0.0,1423000.0
4,2002-11-01,40888228000.0,-1.874,,-76615859943.0,,-65.1235,,0.994,0.999,0.0,0.0,1423000.0
4,2002-12-01,40888228000.0,-1.861,,-76083166879.0,,-64.6707,,0.994,0.999,0.0,0.0,1423000.0
4,2003-01-01,40888228000.0,-1.861,0.16,-76111425892.0,6905919873.0,-64.6947,7.4372,0.994,0.999,0.0,0.64,1423000.0
4,2003-01-31,40888228000.0,-1.871,,-76509547320.0,,-65.0331,,0.994,0.999,0.0,0.0,1423000.0
4,2003-03-03,40888228000.0,-1.878,,-76783748692.0,,-65.2662,,0.994,0.999,0.07,0.0,1423000.0
4,2003-04-02,40888228000.0,-1.878,,-76786464590.0,,-65.2685,,0.994,0.999,0.27,0.0,1423000.0
4,2003-05-03,40888228000.0,-1.887,,-77168528176.0,,-65.5932,,0.994,0.999,0.0,0.0,1423000.0
4,2003-06-02,40888228000.0,-1.944,,-79498169742.0,,-67.5734,,0.994,0.999,0.08,0.0,1423000.0
4,2003-07-02,40888228000.0,-2.083,,-85156150501.0,,-72.3827,,0.994,0.999,0.24,0.0,1423000.0
4,2003-08-02,40888228000.0,-2.277,,-93102931128.0,,-79.1375,,0.994,0.999,0.09,0.0,1423000.0
4,2003-09-01,40888228000.0,-2.44,,-99769170262.0,,-84.8038,,0.994,0.999,0.12,0.0,1423000.0
4,2003-10-02,40888228000.0,-2.51,,-102640450288.0,,-87.2444,,0.994,0.999,0.0,0.0,1423000.0
4,2003-11-01,40888228000.0,-2.511,,-102678224074.0,,-87.2765,,0.994,0.999,0.0,0.0,1423000.0
4,2003-12-02,40888228000.0,-2.5,,-102210076976.0,,-86.8786,,0.994,0.999,0.0,0.0,1423000.0
4,2004-01-01,40888228000.0,-2.502,0.145,-102306883748.0,6653062979.0,-86.9609,8.3463,0.994,0.999,0.0,0.58,1423000.0
4,2004-01-31,40888228000.0,-2.514,,-102774973137.0,,-87.3587,,0.994,0.999,0.0,0.0,1423000.0
4,2004-03-02,40888228000.0,-2.522,,-103130485701.0,,-87.6609,,0.994,0.999,0.05,0.0,1423000.0
4,2004-04-01,40888228000.0,-2.525,,-103238575859.0,,-87.7528,,0.994,0.999,0.21,0.0,1423000.0
4,2004-05-02,40888228000.0,-2.537,,-103739919489.0,,-88.1789,,0.994,0.999,0.16,0.0,1423000.0
4,2004-06-01,40888228000.0,-2.597,,-106181042630.0,,-90.2539,,0.994,0.999,0.18,0.0,1423000.0
4,2004-07-02,40888228000.0,-2.738,,-111936153438.0,,-95.1457,,0.994,0.999,0.08,0.0,1423000.0
4,2004-08-01,40888228000.0,-2.934,,-119961001098.0,,-101.9669,,0.994,0.999,0.17,0.0,1423000.0
4,2004-09-01,40888228000.0,-3.098,,-126679311808.0,,-107.6774,,0.994,0.999,0.03,0.0,1423000.0
4,2004-10-01,40888228000.0,-3.169,,-129595164383.0,,-110.1559,,0.994,0.999,0.0,0.0,1423000.0
4,2004-10-31,40888228000.0,-3.172,,-129680687178.0,,-110.2286,,0.994,0.999,0.0,0.0,1423000.0
4,2004-12-01,40888228000.0,-3.161,,-129246634256.0,,-109.8596,,0.994,0.999,0.0,0.0,1423000.0
4,2004-12-31,40888228000.0,-3.164,0.163,-129353978944.0,7672554559.0,-109.9509,10.1375,0.994,0.999,0.0,0.62,1423000.0
4,2005-01-31,40888228000.0,-3.175,,-129813515518.0,,-110.3415,,0.994,0.999,0.0,0.0,1423000.0
4,2005-03-02,40888228000.0,-3.183,,-130150344259.0,,-110.6278,,0.994,0.999,0.0,0.0,1423000.0
4,2005-04-02,40888228000.0,-3.185,,-130235453740.0,,-110.7001,,0.994,0.999,0.09,0.0,1423000.0
4,2005-05-02,40888228000.0,-3.197,,-130705210245.0,,-111.0994,,0.994,0.999,0.0,0.0,1423000.0
4,2005-06-01,40888228000.0,-3.255,,-133105322138.0,,-113.1395,,0.994,0.999,0.24,0.0,1423000.0
4,2005-07-02,40888228000.0,-3.395,,-138830362237.0,,-118.0058,,0.994,0.999,0.38,0.0,1423000.0
4,2005-08-01,40888228000.0,-3.592,,-146851210415.0,,-124.8235,,0.994,0.999,0.16,0.0,1423000.0
4,2005-09-01,40888228000.0,-3.756,,-153591066716.0,,-130.5524,,0.994,0.999,0.0,0.0,1423000.0
4,2005-10-01,40888228000.0,-3.829,,-156555613866.0,,-133.0723,,0.994,0.999,0.0,0.0,1423000.0
4,2005-11-01,40888228000.0,-3.833,,-156709241373.0,,-133.2029,,0.994,0.999,0.0,0.0,1423000.0
4,2005-12-01,40888228000.0,-3.824,,-156347729962.0,,-132.8956,,0.994,0.999,0.0,0.0,1423000.0
4,2006-01-01,40888228000.0,-3.828,0.144,-156524862909.0,7460147877.0,-133.0461,11.3318,0.994,0.999,0.0,0.54,1423000.0
4,2006-01-31,40888228000.0,-3.841,,-157049084013.0,,-133.4917,,0.994,0.999,0.0,0.0,1423000.0
4,2006-03-02,40888228000.0,-3.851,,-157447122429.0,,-133.8301,,0.994,0.999,0.21,0.0,1423000.0
4,2006-04-02,40888228000.0,-3.854,,-157601348055.0,,-133.9611,,0.994,0.999,0.0,0.0,1423000.0
4,2006-05-02,40888228000.0,-3.868,,-158156096382.0,,-134.4327,,0.994,0.999,0.0,0.0,1423000.0
4,2006-06-02,40888228000.0,-3.929,,-160644546582.0,,-136.5479,,0.994,0.999,0.06,0.0,1423000.0
4,2006-07-02,40888228000.0,-4.071,,-166448803311.0,,-141.4815,,0.994,0.999,0.34,0.0,1423000.0
4,2006-08-02,40888228000.0,-4.269,,-174531545104.0,,-148.3518,,0.994,0.999,0.12,0.0,1423000.0
4,2006-09-01,40888228000.0,-4.434,,-181303140994.0,,-154.1077,,0.994,0.999,0.1,0.0,1423000.0
4,2006-10-01,40888228000.0,-4.507,,-184276980490.0,,-156.6354,,0.994,0.999,0.0,0.0,1423000.0
4,2006-11-01,40888228000.0,-4.511,,-184440660452.0,,-156.7746,,0.994,0.999,0.0,0.0,1423000.0
4,2006-12-01,40888228000.0,-4.502,,-184091134636.0,,-156.4775,,0.994,0.999,0.0,0.0,1423000.0
4,2007-01-01,40888228000.0,-4.507,0.122,-184273286636.0,7338118276.0,-156.6323,12.6945,0.994,0.999,0.0,0.71,1423000.0
4,2007-01-31,40888228000.0,-4.519,,-184790718151.0,,-157.0721,,0.994,0.999,0.0,0.0,1423000.0
4,2007-03-03,40888228000.0,-4.529,,-185179065182.0,,-157.4022,,0.994,0.999,0.31,0.0,1423000.0
4,2007-04-02,40888228000.0,-4.533,,-185347462780.0,,-157.5453,,0.994,0.999,0.38,0.0,1423000.0
4,2007-05-03,40888228000.0,-4.548,,-185958031379.0,,-158.0643,,0.994,0.999,0.19,0.0,1423000.0
4,2007-06-02,40888228000.0,-4.611,,-188530619931.0,,-160.251,,0.994,0.999,0.04,0.0,1423000.0
4,2007-07-02,40888228000.0,-4.755,,-194417503125.0,,-165.2549,,0.994,0.999,0.01,0.0,1423000.0
4,2007-08-02,40888228000.0,-4.955,,-202584836510.0,,-172.1971,,0.994,0.999,0.18,0.0,1423000.0
4,2007-09-01,40888228000.0,-5.123,,-209477262517.0,,-178.0557,,0.994,0.999,0.12,0.0,1423000.0
4,2007-10-02,40888228000.0,-5.2,,-212616525769.0,,-180.724,,0.994,0.999,0.0,0.0,1423000.0
4,2007-11-01,40888228000.0,-5.208,,-212964375783.0,,-181.0197,,0.994,0.999,0.0,0.0,1423000.0
4,2007-12-02,40888228000.0,-5.204,,-212801118515.0,,-180.881,,0.994,0.999,0.0,0.0,1423000.0
4,2008-01-01,40888228000.0,-5.213,0.164,-213169744999.0,9152420530.0,-181.1943,14.9703,0.994,0.999,0.0,0.65,1423000.0
4,2008-01-31,40888228000.0,-5.231,,-213872971744.0,,-181.792,,0.994,0.999,0.0,0.0,1423000.0
4,2008-03-02,40888228000.0,-5.245,,-214444358487.0,,-182.2777,,0.994,0.999,0.04,0.0,1423000.0
4,2008-04-01,40888228000.0,-5.253,,-214789710452.0,,-182.5713,,0.994,0.999,0.14,0.0,1423000.0
4,2008-05-02,40888228000.0,-5.272,,-215568214296.0,,-183.233,,0.994,0.999,0.12,0.0,1423000.0
4,2008-06-01,40888228000.0,-5.339,,-218298131627.0,,-185.5534,,0.994,0.999,0.16,0.0,1423000.0
4,2008-07-02,40888228000.0,-5.487,,-224350252837.0,,-190.6977,,0.994,0.999,0.08,0.0,1423000.0
4,2008-08-01,40888228000.0,-5.691,,-232709886567.0,,-197.8034,,0.994,0.999,0.11,0.0,1423000.0
4,2008-09-01,40888228000.0,-5.865,,-239812648659.0,,-203.8408,,0.994,0.999,0.26,0.0,1423000.0
4,2008-10-01,40888228000.0,-5.947,,-243166853134.0,,-206.6918,,0.994,0.999,0.12,0.0,1423000.0
4,2008-10-31,40888228000.0,-5.961,,-243730351325.0,,-207.1708,,0.994,0.999,0.0,0.0,1423000.0
4,2008-12-01,40888228000.0,-5.962,,-243777502975.0,,-207.2109,,0.994,0.999,0.0,0.0,1423000.0
4,2008-12-31,40888228000.0,-5.976,0.139,-244345849512.0,9124662805.0,-207.694,16.5859,0.994,0.999,0.0,0.83,1423000.0
4,2009-01-31,40888228000.0,-5.998,,-245240048585.0,,-208.454,,0.994,0.999,0.0,0.0,1423000.0
