reg,time,area,dh,err_dh,dvol,err_dvol,dm,err_dm,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,area_nodata
14,2000-01-01,33568298000.0,0.0,0.382,0.0,12828579019.0,0.0,10.9043,0.938,0.948,0.0,0.43,60698000.0
14,2000-01-31,33568298000.0,0.121,,4073337274.0,,3.4623,,0.938,0.948,0.0,0.0,60698000.0
14,2000-03-02,33568298000.0,0.224,,7522073910.0,,6.3938,,0.938,0.948,0.0,0.0,60698000.0
14,2000-04-01,33568298000.0,0.293,,9832740904.0,,8.3578,,0.938,0.948,0.01,0.0,60698000.0
14,2000-05-02,33568298000.0,0.318,,10683941443.0,,9.0814,,0.938,0.948,0.03,0.0,60698000.0
14,2000-06-01,33568298000.0,0.296,,9950959841.0,,8.4583,,0.938,0.948,0.12,0.0,60698000.0
14,2000-07-02,33568298000.0,0.227,,7634206781.0,,6.4891,,0.938,0.948,0.1,0.0,60698000.0
14,2000-08-01,33568298000.0,0.113,,3781377176.0,,3.2142,,0.938,0.948,0.13,0.0,60698000.0
14,2000-09-01,33568298000.0,-0.034,,-1137745549.0,,-0.9671,,0.938,0.948,0.09,0.0,60698000.0
14,2000-10-01,33568298000.0,-0.167,,-5595393094.0,,-4.7561,,0.938,0.948,0.1,0.0,60698000.0
14,2000-10-31,33568298000.0,-0.223,,-7486249623.0,,-6.3633,,0.938,0.948,0.08,0.0,60698000.0
14,2000-12-01,33568298000.0,-0.179,,-6024122118.0,,-5.1205,,0.938,0.948,0.02,0.0,60698000.0
14,2000-12-31,33568298000.0,-0.073,0.193,-2443203846.0,6473550378.0,-2.0767,5.5045,0.938,0.948,0.12,0.83,60698000.0
14,2001-01-31,33568298000.0,0.045,,1520116473.0,,1.2921,,0.938,0.948,0.19,0.0,60698000.0
14,2001-03-02,33568298000.0,0.144,,4839322417.0,,4.1134,,0.938,0.948,0.22,0.0,60698000.0
14,2001-04-02,33568298000.0,0.209,,7003326771.0,,5.9528,,0.938,0.948,0.14,0.0,60698000.0
14,2001-05-02,33568298000.0,0.229,,7691089567.0,,6.5374,,0.938,0.948,0.31,0.0,60698000.0
14,2001-06-01,33568298000.0,0.202,,6780770460.0,,5.7637,,0.938,0.948,0.1,0.0,60698000.0
14,2001-07-02,33568298000.0,0.127,,4279442375.0,,3.6375,,0.938,0.948,0.07,0.0,60698000.0
14,2001-08-01,33568298000.0,0.007,,241836456.0,,0.2056,,0.938,0.948,0.07,0.0,60698000.0
14,2001-09-01,33568298000.0,-0.145,,-4857800946.0,,-4.1291,,0.938,0.948,0.19,0.0,60698000.0
14,2001-10-01,33568298000.0,-0.283,,-9488774054.0,,-8.0655,,0.938,0.948,0.1,0.0,60698000.0
14,2001-11-01,33568298000.0,-0.344,,-11537426441.0,,-9.8068,,0.938,0.948,0.18,0.0,60698000.0
14,2001-12-01,33568298000.0,-0.304,,-10208559569.0,,-8.6773,,0.938,0.948,0.18,0.0,60698000.0
14,2002-01-01,33568298000.0,-0.201,0.184,-6744325610.0,6211916761.0,-5.7327,5.2956,0.938,0.948,0.18,0.68,60698000.0
