reg,time,area,dh,err_dh,dvol,err_dvol,dm,err_dm,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,area_nodata
15,2000-01-01,14734204000.0,0.0,0.318,0.0,4690360258.0,0.0,3.9868,0.918,0.925,0.0,0.5,26190000.0
15,2000-01-31,14734204000.0,0.044,,655596225.0,,0.5573,,0.918,0.925,0.0,0.0,26190000.0
15,2000-03-02,14734204000.0,0.077,,1133377341.0,,0.9634,,0.918,0.925,0.0,0.0,26190000.0
15,2000-04-01,14734204000.0,0.08,,1171916474.0,,0.9961,,0.918,0.925,0.01,0.0,26190000.0
15,2000-05-02,14734204000.0,0.054,,796237343.0,,0.6768,,0.918,0.925,0.05,0.0,26190000.0
15,2000-06-01,14734204000.0,0.009,,133104121.0,,0.1131,,0.918,0.925,0.03,0.0,26190000.0
15,2000-07-02,14734204000.0,-0.052,,-762121376.0,,-0.6478,,0.918,0.925,0.05,0.0,26190000.0
15,2000-08-01,14734204000.0,-0.13,,-1918402359.0,,-1.6306,,0.918,0.925,0.08,0.0,26190000.0
15,2000-09-01,14734204000.0,-0.229,,-3380154922.0,,-2.8731,,0.918,0.925,0.07,0.0,26190000.0
15,2000-10-01,14734204000.0,-0.339,,-4998778813.0,,-4.249,,0.918,0.925,0.23,0.0,26190000.0
15,2000-10-31,14734204000.0,-0.426,,-6282317062.0,,-5.34,,0.918,0.925,0.21,0.0,26190000.0
15,2000-12-01,14734204000.0,-0.458,,-6753593370.0,,-5.7406,,0.918,0.925,0.09,0.0,26190000.0
15,2000-12-31,14734204000.0,-0.438,0.217,-6450679309.0,3227500076.0,-5.4831,2.7705,0.918,0.925,0.03,0.69,26190000.0
15,2001-01-31,14734204000.0,-0.396,,-5838204499.0,,-4.9625,,0.918,0.925,0.11,0.0,26190000.0
15,2001-03-02,14734204000.0,-0.367,,-5407980611.0,,-4.5968,,0.918,0.925,0.3,0.0,26190000.0
15,2001-04-02,14734204000.0,-0.368,,-5420360022.0,,-4.6073,,0.918,0.925,0.23,0.0,26190000.0
15,2001-05-02,14734204000.0,-0.397,,-5847483040.0,,-4.9704,,0.918,0.925,0.03,0.0,26190000.0
15,2001-06-01,14734204000.0,-0.445,,-6560153818.0,,-5.5761,,0.918,0.925,0.07,0.0,26190000.0
15,2001-07-02,14734204000.0,-0.509,,-7501751020.0,,-6.3765,,0.918,0.925,0.05,0.0,26190000.0
15,2001-08-01,14734204000.0,-0.59,,-8699374191.0,,-7.3945,,0.918,0.925,0.05,0.0,26190000.0
15,2001-09-01,14734204000.0,-0.692,,-10195897679.0,,-8.6665,,0.918,0.925,0.09,0.0,26190000.0
15,2001-10-01,14734204000.0,-0.804,,-11841347971.0,,-10.0651,,0.918,0.925,0.17,0.0,26190000.0
15,2001-11-01,14734204000.0,-0.892,,-13142266609.0,,-11.1709,,0.918,0.925,0.18,0.0,26190000.0
