reg,time,area,dh,err_dh,dvol,err_dvol,dm,err_dm,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,area_nodata
11,2000-01-01,2092146000.0,0.0,0.425,0.0,888909701.0,0.0,0.7556,0.97,0.977,0.0,0.51,10358000.0
11,2000-01-31,2092146000.0,0.119,,248210945.0,,0.211,,0.97,0.977,0.0,0.0,10358000.0
11,2000-03-02,2092146000.0,0.196,,410165683.0,,0.3486,,0.97,0.977,0.0,0.0,10358000.0
11,2000-04-01,2092146000.0,0.209,,437616941.0,,0.372,,0.97,0.977,0.06,0.0,10358000.0
11,2000-05-02,2092146000.0,0.162,,337989606.0,,0.2873,,0.97,0.977,0.0,0.0,10358000.0
11,2000-06-01,2092146000.0,0.061,,127062268.0,,0.108,,0.97,0.977,0.0,0.0,10358000.0
11,2000-07-02,2092146000.0,-0.134,,-280738799.0,,-0.2386,,0.97,0.977,0.14,0.0,10358000.0
11,2000-08-01,2092146000.0,-0.467,,-977223417.0,,-0.8306,,0.97,0.977,0.03,0.0,10358000.0
11,2000-09-01,2092146000.0,-0.864,,-1807566309.0,,-1.5364,,0.97,0.977,0.0,0.0,10358000.0
11,2000-10-01,2092146000.0,-1.142,,-2390057027.0,,-2.0315,,0.97,0.977,0.01,0.0,10358000.0
11,2000-10-31,2092146000.0,-1.2,,-2511077170.0,,-2.1344,,0.97,0.977,0.0,0.0,10358000.0
11,2000-12-01,2092146000.0,-1.106,,-2313657920.0,,-1.9666,,0.97,0.977,0.3,0.0,10358000.0
11,2000-12-31,2092146000.0,-0.97,0.193,-2029932115.0,451696038.0,-1.7254,0.4028,0.97,0.977,0.01,0.88,10358000.0
11,2001-01-31,2092146000.0,-0.848,,-1774586372.0,,-1.5084,,0.97,0.977,0.2,0.0,10358000.0
11,2001-03-02,2092146000.0,-0.767,,-1604502996.0,,-1.3638,,0.97,0.977,0.0,0.0,10358000.0
11,2001-04-02,2092146000.0,-0.75,,-1568693236.0,,-1.3334,,0.97,0.977,0.15,0.0,10358000.0
11,2001-05-02,2092146000.0,-0.794,,-1660468250.0,,-1.4114,,0.97,0.977,0.13,0.0,10358000.0
11,2001-06-01,2092146000.0,-0.891,,-1863539180.0,,-1.584,,0.97,0.977,0.28,0.0,10358000.0
11,2001-07-02,2092146000.0,-1.082,,-2262893403.0,,-1.9235,,0.97,0.977,0.29,0.0,10358000.0
11,2001-08-01,2092146000.0,-1.41,,-2950167004.0,,-2.5076,,0.97,0.977,0.19,0.0,10358000.0
11,2001-09-01,2092146000.0,-1.802,,-3770230713.0,,-3.2047,,0.97,0.977,0.15,0.0,10358000.0
11,2001-10-01,2092146000.0,-2.075,,-4340718600.0,,-3.6896,,0.97,0.977,0.04,0.0,10358000.0
11,2001-11-01,2092146000.0,-2.126,,-4447510858.0,,-3.7804,,0.97,0.977,0.32,0.0,10358000.0
11,2001-12-01,2092146000.0,-2.024,,-4234984975.0,,-3.5997,,0.97,0.977,0.3,0.0,10358000.0
11,2002-01-01,2092146000.0,-1.882,0.172,-3936624027.0,531223914.0,-3.3461,0.5096,0.97,0.977,0.09,0.91,10358000.0
