reg,time,area,dh,err_dh,dvol,err_dvol,dm,err_dm,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,area_nodata
9,2000-01-01,51591600000.0,0.0,0.233,0.0,12029791321.0,0.0,10.2253,0.993,1.0,0.0,0.19,0
9,2000-01-31,51591600000.0,0.029,,1472165514.0,,1.2513,,0.993,1.0,0.0,0.0,0
9,2000-03-02,51591600000.0,0.055,,2812246063.0,,2.3904,,0.993,1.0,0.0,0.0,0
9,2000-04-01,51591600000.0,0.071,,3655035927.0,,3.1068,,0.993,1.0,0.0,0.0,0
9,2000-05-02,51591600000.0,0.064,,3293749823.0,,2.7997,,0.993,1.0,0.0,0.0,0
9,2000-06-01,51591600000.0,0.015,,766578610.0,,0.6516,,0.993,1.0,0.0,0.0,0
9,2000-07-02,51591600000.0,-0.09,,-4667887675.0,,-3.9677,,0.993,1.0,0.1,0.0,0
9,2000-08-01,51591600000.0,-0.222,,-11458212998.0,,-9.7395,,0.993,1.0,0.11,0.0,0
9,2000-09-01,51591600000.0,-0.304,,-15682568721.0,,-13.3302,,0.993,1.0,0.0,0.0,0
9,2000-10-01,51591600000.0,-0.301,,-15525971332.0,,-13.1971,,0.993,1.0,0.0,0.0,0
9,2000-10-31,51591600000.0,-0.252,,-13021808753.0,,-11.0685,,0.993,1.0,0.0,0.0,0
9,2000-12-01,51591600000.0,-0.205,,-10574859164.0,,-8.9886,,0.993,1.0,0.0,0.0,0
9,2000-12-31,51591600000.0,-0.171,0.164,-8822198388.0,8479512773.0,-7.4989,7.227,0.993,1.0,0.0,0.59,0
9,2001-01-31,51591600000.0,-0.144,,-7409956551.0,,-6.2985,,0.993,1.0,0.0,0.0,0
9,2001-03-02,51591600000.0,-0.119,,-6151077873.0,,-5.2284,,0.993,1.0,0.01,0.0,0
9,2001-04-02,51591600000.0,-0.105,,-5412470108.0,,-4.6006,,0.993,1.0,0.2,0.0,0
9,2001-05-02,51591600000.0,-0.114,,-5892235125.0,,-5.0084,,0.993,1.0,0.51,0.0,0
9,2001-06-01,51591600000.0,-0.166,,-8538669544.0,,-7.2579,,0.993,1.0,0.13,0.0,0
9,2001-07-02,51591600000.0,-0.273,,-14082408668.0,,-11.97,,0.993,1.0,0.06,0.0,0
9,2001-08-01,51591600000.0,-0.406,,-20959052693.0,,-17.8152,,0.993,1.0,0.11,0.0,0
9,2001-09-01,51591600000.0,-0.489,,-25252052776.0,,-21.4642,,0.993,1.0,0.0,0.0,0
9,2001-10-01,51591600000.0,-0.488,,-25168996839.0,,-21.3936,,0.993,1.0,0.0,0.0,0
9,2001-11-01,51591600000.0,-0.441,,-22753163232.0,,-19.3402,,0.993,1.0,0.0,0.0,0
9,2001-12-01,51591600000.0,-0.395,,-20400421299.0,,-17.3404,,0.993,1.0,0.0,0.0,0
9,2002-01-01,51591600000.0,-0.363,0.151,-18737352997.0,7799695086.0,-15.9268,6.7244,0.993,1.0,0.0,0.54,0
9,2002-01-31,51591600000.0,-0.337,,-17406117325.0,,-14.7952,,0.993,1.0,0.0,0.0,0
9,2002-03-02,51591600000.0,-0.314,,-16214680602.0,,-13.7825,,0.993,1.0,0.0,0.0,0
9,2002-04-02,51591600000.0,-0.301,,-15513145805.0,,-13.1862,,0.993,1.0,0.06,0.0,0
9,2002-05-02,51591600000.0,-0.31,,-15981927691.0,,-13.5846,,0.993,1.0,0.09,0.0,0
9,2002-06-02,51591600000.0,-0.36,,-18573545036.0,,-15.7875,,0.993,1.0,0.28,0.0,0
9,2002-07-02,51591600000.0,-0.466,,-24021818021.0,,-20.4185,,0.993,1.0,0.29,0.0,0
9,2002-08-02,51591600000.0,-0.596,,-30763764353.0,,-26.1492,,0.993,1.0,0.18,0.0,0
9,2002-09-01,51591600000.0,-0.676,,-34901246996.0,,-29.6661,,0.993,1.0,0.0,0.0,0
9,2002-10-01,51591600000.0,-0.672,,-34660870455.0,,-29.4617,,0.993,1.0,0.0,0.0,0
9,2002-11-01,51591600000.0,-0.622,,-32090632697.0,,-27.277,,0.993,1.0,0.0,0.0,0
9,2002-12-01,51591600000.0,-0.573,,-29587069584.0,,-25.149,,0.993,1.0,0.0,0.0,0
9,2003-01-01,51591600000.0,-0.538,0.108,-27780767541.0,5579214483.0,-23.6137,5.0267,0.993,1.0,0.0,0.82,0
9,2003-01-31,51591600000.0,-0.51,,-26320014190.0,,-22.372,,0.993,1.0,0.0,0.0,0
9,2003-03-03,51591600000.0,-0.485,,-25017098906.0,,-21.2645,,0.993,1.0,0.0,0.0,0
9,2003-04-02,51591600000.0,-0.47,,-24224096222.0,,-20.5905,,0.993,1.0,0.09,0.0,0
9,2003-05-03,51591600000.0,-0.477,,-24629085796.0,,-20.9347,,0.993,1.0,0.07,0.0,0
9,2003-06-02,51591600000.0,-0.527,,-27202904920.0,,-23.1225,,0.993,1.0,0.31,0.0,0
9,2003-07-02,51591600000.0,-0.634,,-32688695402.0,,-27.7854,,0.993,1.0,0.71,0.0,0
9,2003-08-02,51591600000.0,-0.766,,-39513744894.0,,-33.5867,,0.993,1.0,0.21,0.0,0
9,2003-09-01,51591600000.0,-0.848,,-43764837137.0,,-37.2001,,0.993,1.0,0.0,0.0,0
9,2003-10-02,51591600000.0,-0.846,,-43666232453.0,,-37.1163,,0.993,1.0,0.0,0.0,0
9,2003-11-01,51591600000.0,-0.8,,-41274974125.0,,-35.0837,,0.993,1.0,0.0,0.0,0
9,2003-12-02,51591600000.0,-0.756,,-38986106919.0,,-33.1382,,0.993,1.0,0.0,0.0,0
9,2004-01-01,51591600000.0,-0.725,0.093,-37419467735.0,4833346156.0,-31.8065,4.6818,0.993,1.0,0.0,0.81,0
9,2004-01-31,51591600000.0,-0.702,,-36215173263.0,,-30.7829,,0.993,1.0,0.0,0.0,0
9,2004-03-02,51591600000.0,-0.682,,-35181631850.0,,-29.9044,,0.993,1.0,0.0,0.0,0
9,2004-04-01,51591600000.0,-0.672,,-34666496025.0,,-29.4665,,0.993,1.0,0.0,0.0,0
9,2004-05-02,51591600000.0,-0.685,,-35349284505.0,,-30.0469,,0.993,1.0,0.0,0.0,0
9,2004-06-01,51591600000.0,-0.74,,-38190176713.0,,-32.4617,,0.993,1.0,0.51,0.0,0
9,2004-07-02,51591600000.0,-0.851,,-43908483277.0,,-37.3222,,0.993,1.0,1.02,0.0,0
9,2004-08-01,51591600000.0,-0.987,,-50900372479.0,,-43.2653,,0.993,1.0,0.04,0.0,0
9,2004-09-01,51591600000.0,-1.071,,-55263574297.0,,-46.974,,0.993,1.0,0.07,0.0,0
9,2004-10-01,51591600000.0,-1.071,,-55265156304.0,,-46.9754,,0.993,1.0,0.0,0.0,0
9,2004-10-31,51591600000.0,-1.027,,-52975464110.0,,-45.0291,,0.993,1.0,0.0,0.0,0
9,2004-12-01,51591600000.0,-0.984,,-50779344877.0,,-43.1624,,0.993,1.0,0.0,0.0,0
9,2004-12-31,51591600000.0,-0.955,0.081,-49291131382.0,4222521574.0,-41.8975,4.6507,0.993,1.0,0.0,0.89,0
9,2005-01-31,51591600000.0,-0.933,,-48153500678.0,,-40.9305,,0.993,1.0,0.0,0.0,0
9,2005-03-02,51591600000.0,-0.914,,-47177867450.0,,-40.1012,,0.993,1.0,0.0,0.0,0
9,2005-04-02,51591600000.0,-0.905,,-46703679126.0,,-39.6981,,0.993,1.0,0.34,0.0,0
9,2005-05-02,51591600000.0,-0.919,,-47392568471.0,,-40.2837,,0.993,1.0,0.11,0.0,0
9,2005-06-01,51591600000.0,-0.973,,-50203006144.0,,-42.6726,,0.993,1.0,1.13,0.0,0
9,2005-07-02,51591600000.0,-1.083,,-55872154669.0,,-47.4913,,0.993,1.0,0.3,0.0,0
9,2005-08-01,51591600000.0,-1.217,,-62809577018.0,,-53.3881,,0.993,1.0,0.0,0.0,0
9,2005-09-01,51591600000.0,-1.301,,-67119802378.0,,-57.0518,,0.993,1.0,0.06,0.0,0
9,2005-10-01,51591600000.0,-1.3,,-67066210338.0,,-57.0063,,0.993,1.0,0.0,0.0,0
9,2005-11-01,51591600000.0,-1.254,,-64712818767.0,,-55.0059,,0.993,1.0,0.0,0.0,0
9,2005-12-01,51591600000.0,-1.21,,-62447731808.0,,-53.0806,,0.993,1.0,0.0,0.0,0
9,2006-01-01,51591600000.0,-1.18,0.099,-60888817482.0,5130059826.0,-51.7555,5.6887,0.993,1.0,0.0,0.69,0
9,2006-01-31,51591600000.0,-1.157,,-59679178230.0,,-50.7273,,0.993,1.0,0.0,0.0,0
9,2006-03-02,51591600000.0,-1.136,,-58626442226.0,,-49.8325,,0.993,1.0,0.06,0.0,0
9,2006-04-02,51591600000.0,-1.125,,-58065397547.0,,-49.3556,,0.993,1.0,0.02,0.0,0
9,2006-05-02,51591600000.0,-1.137,,-58663745863.0,,-49.8642,,0.993,1.0,0.35,0.0,0
9,2006-06-02,51591600000.0,-1.19,,-61392728903.0,,-52.1838,,0.993,1.0,0.44,0.0,0
9,2006-07-02,51591600000.0,-1.298,,-66989228113.0,,-56.9408,,0.993,1.0,0.35,0.0,0
9,2006-08-02,51591600000.0,-1.432,,-73863484647.0,,-62.784,,0.993,1.0,0.06,0.0,0
9,2006-09-01,51591600000.0,-1.514,,-78127070687.0,,-66.408,,0.993,1.0,0.0,0.0,0
9,2006-10-01,51591600000.0,-1.513,,-78041746590.0,,-66.3355,,0.993,1.0,0.0,0.0,0
9,2006-11-01,51591600000.0,-1.467,,-75669434060.0,,-64.319,,0.993,1.0,0.0,0.0,0
9,2006-12-01,51591600000.0,-1.423,,-73396041961.0,,-62.3866,,0.993,1.0,0.0,0.0,0
9,2007-01-01,51591600000.0,-1.392,0.127,-71837083251.0,6562222610.0,-61.0615,7.0492,0.993,1.0,0.0,0.36,0
9,2007-01-31,51591600000.0,-1.369,,-70633725923.0,,-60.0387,,0.993,1.0,0.0,0.0,0
9,2007-03-03,51591600000.0,-1.349,,-69589391942.0,,-59.151,,0.993,1.0,0.0,0.0,0
9,2007-04-02,51591600000.0,-1.338,,-69034264324.0,,-58.6791,,0.993,1.0,0.07,0.0,0
9,2007-05-03,51591600000.0,-1.35,,-69636797613.0,,-59.1913,,0.993,1.0,0.03,0.0,0
