ice_source,region,group,model,scenario,fixed_date,GCM,model_variant,RCM,retreat,retreat_hist,resolution,sliding,thermodyn,init,RCM_init,init_yrs,SP_climate,is_hist_match,elev_feedback,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076,y2077,y2078,y2079,y2080,y2081,y2082,y2083,y2084,y2085,y2086,y2087,y2088,y2089,y2090,y2091,y2092,y2093,y2094,y2095,y2096,y2097,y2098,y2099,y2100,y2101,y2102,y2103,y2104,y2105,y2106,y2107,y2108,y2109,y2110,y2111,y2112,y2113,y2114,y2115,y2116,y2117,y2118,y2119,y2120,y2121,y2122,y2123,y2124,y2125,y2126,y2127,y2128,y2129,y2130,y2131,y2132,y2133,y2134,y2135,y2136,y2137,y2138,y2139,y2140,y2141,y2142,y2143,y2144,y2145,y2146,y2147,y2148,y2149,y2150,y2151,y2152,y2153,y2154,y2155,y2156,y2157,y2158,y2159,y2160,y2161,y2162,y2163,y2164,y2165,y2166,y2167,y2168,y2169,y2170,y2171,y2172,y2173,y2174,y2175,y2176,y2177,y2178,y2179,y2180,y2181,y2182,y2183,y2184,y2185,y2186,y2187,y2188,y2189,y2190,y2191,y2192,y2193,y2194,y2195,y2196,y2197,y2198,y2199,y2200,y2201,y2202,y2203,y2204,y2205,y2206,y2207,y2208,y2209,y2210,y2211,y2212,y2213,y2214,y2215,y2216,y2217,y2218,y2219,y2220,y2221,y2222,y2223,y2224,y2225,y2226,y2227,y2228,y2229,y2230,y2231,y2232,y2233,y2234,y2235,y2236,y2237,y2238,y2239,y2240,y2241,y2242,y2243,y2244,y2245,y2246,y2247,y2248,y2249,y2250,y2251,y2252,y2253,y2254,y2255,y2256,y2257,y2258,y2259,y2260,y2261,y2262,y2263,y2264,y2265,y2266,y2267,y2268,y2269,y2270,y2271,y2272,y2273,y2274,y2275,y2276,y2277,y2278,y2279,y2280,y2281,y2282,y2283,y2284,y2285,y2286,y2287,y2288,y2289,y2290,y2291,y2292,y2293,y2294,y2295,y2296,y2297,y2298,y2299,y2300
GIS,ALL,IGE,ElmerIce,RCP85,NA,ACCESS1.3,ElmerIce2,MARv3.12,-0.370000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.355186,7.355599,7.35535,7.354709,7.354558,7.354093,7.353366,7.352749,7.352367,7.352162,7.351899,7.351708,7.351273,7.35014,7.350164,7.350573,7.349962,7.349425,7.349077,7.348179,7.347416,7.346926,7.346172,7.345677,7.345652,7.344903,7.344079,7.343078,7.342278,7.34168,7.340688,7.340721,7.340212,7.339272,7.338263,7.337341,7.336576,7.33602,7.33514,7.333857,7.333826,7.332245,7.331055,7.330224,7.328878,7.32685,7.325911,7.324742,7.323584,7.322707,7.321227,7.320423,7.319481,7.31868,7.316907,7.31607,7.314593,7.313266,7.312497,7.311759,7.310357,7.30877,7.307257,7.305798,7.303788,7.302639,7.301338,7.300009,7.298737,7.29743,7.295323,7.293848,7.292733,7.291289,7.291036,7.289887,7.288497,7.287126,7.285093,7.282969,7.281733,7.279192,7.277582,7.275833,7.273765,7.27297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,RCP85,NA,ACCESS1.3,ElmerIce2,MARv3.12,-0.170000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,TRUE,ISM_X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.355204,7.355635,7.355434,7.354853,7.354735,7.354315,7.353561,7.352939,7.352611,7.352496,7.352195,7.352115,7.351721,7.350634,7.350731,7.351112,7.350601,7.350061,7.349813,7.348934,7.348285,7.347913,7.347223,7.346888,7.346928,7.346232,7.345631,7.344681,7.344019,7.34345,7.342539,7.342612,7.342199,7.341371,7.340489,7.33969,7.339086,7.338639,7.337885,7.336748,7.336814,7.33538,7.334365,7.333651,7.332376,7.330502,7.329661,7.328668,7.327598,7.32681,7.325409,7.324795,7.323975,7.323285,7.321635,7.320914,7.31954,7.31836,7.31776,7.317166,7.315897,7.31448,7.313127,7.311843,7.310097,7.30904,7.307906,7.306683,7.305611,7.304519,7.30264,7.301318,7.300374,7.299068,7.298962,7.298014,7.296738,7.295515,7.293597,7.291635,7.290541,7.28805,7.286538,7.28494,7.282989,7.282423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,RCP85,NA,ACCESS1.3,ElmerIce2,MARv3.12,-0.060000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.355204,7.355635,7.355434,7.354874,7.3548,7.35439,7.353634,7.353017,7.352704,7.352604,7.352443,7.35239,7.352029,7.350936,7.351027,7.351481,7.350995,7.350512,7.350219,7.34939,7.348775,7.348482,7.347858,7.347543,7.347603,7.347042,7.346535,7.345659,7.344969,7.344561,7.34372,7.343807,7.343544,7.342714,7.341874,7.341167,7.340631,7.340237,7.339548,7.338479,7.338626,7.33727,7.336325,7.335663,7.334427,7.332587,7.331824,7.330884,7.329897,7.329174,7.327804,7.327304,7.326602,7.326064,7.324509,7.323893,7.322595,7.321521,7.321051,7.320524,7.319337,7.317996,7.316759,7.315568,7.313973,7.312981,7.311925,7.310798,7.309806,7.308864,7.307146,7.305948,7.305188,7.304009,7.304023,7.303248,7.302061,7.300915,7.29908,7.297196,7.296194,7.293771,7.292321,7.290792,7.288934,7.288529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,SSP126,NA,CESM2,ElmerIce2,RACMO2.3p2,-0.370000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.354684,7.353632,7.353557,7.353644,7.353187,7.353278,7.353629,7.352854,7.352134,7.351822,7.350978,7.350248,7.349874,7.349517,7.349353,7.349005,7.348738,7.348258,7.348305,7.348202,7.348401,7.348748,7.34931,7.347806,7.347541,7.347347,7.34676,7.346156,7.345637,7.345078,7.344072,7.343636,7.342797,7.341641,7.341193,7.340345,7.340443,7.339944,7.339217,7.338625,7.338149,7.337923,7.337176,7.336928,7.33705,7.336703,7.335617,7.334589,7.334446,7.333975,7.332984,7.332408,7.331641,7.331023,7.330135,7.329105,7.32839,7.328035,7.327135,7.32641,7.326082,7.325692,7.3252,7.324883,7.324417,7.323344,7.322675,7.321931,7.320827,7.320727,7.32077,7.320617,7.320267,7.319639,7.318824,7.317549,7.317257,7.316829,7.315807,7.315049,7.314357,7.313649,7.312803,7.312348,7.311508,7.31072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,SSP126,NA,CESM2,ElmerIce2,RACMO2.3p2,-0.060000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.354684,7.353632,7.353557,7.353644,7.353187,7.353278,7.353629,7.352854,7.352134,7.351822,7.350978,7.350248,7.349874,7.349517,7.349354,7.349007,7.348757,7.348285,7.348343,7.348243,7.348445,7.348802,7.349349,7.34785,7.347596,7.347409,7.346827,7.346243,7.345767,7.345228,7.344254,7.343875,7.343094,7.342049,7.341641,7.340813,7.340914,7.340513,7.33983,7.339252,7.338744,7.338517,7.337741,7.337491,7.337623,7.337275,7.336215,7.335209,7.335072,7.334627,7.333653,7.333098,7.332319,7.331715,7.330834,7.329812,7.329126,7.328803,7.327918,7.32729,7.327025,7.326601,7.32608,7.325764,7.32528,7.324221,7.323566,7.322796,7.321707,7.321615,7.321672,7.321542,7.32126,7.32072,7.319932,7.318747,7.318441,7.318047,7.316999,7.316284,7.31558,7.314965,7.314219,7.313881,7.313072,7.31238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,SSP585,NA,CESM2-Leo,ElmerIce2,RACMO2.3p2,-0.370000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.354961,7.355519,7.354957,7.354594,7.355081,7.354854,7.354475,7.354293,7.354654,7.355282,7.355588,7.354532,7.354586,7.353798,7.353768,7.352988,7.352517,7.352222,7.351286,7.350563,7.349759,7.349631,7.349077,7.349054,7.347839,7.347566,7.346744,7.346492,7.345144,7.34433,7.343628,7.342677,7.341584,7.340615,7.339689,7.338801,7.338297,7.3369,7.335713,7.334656,7.333173,7.332325,7.331258,7.329956,7.328564,7.327045,7.325889,7.324571,7.32395,7.322988,7.321544,7.320084,7.319233,7.317258,7.31607,7.315118,7.312788,7.312098,7.310015,7.307895,7.307248,7.305133,7.302851,7.301763,7.29912,7.297055,7.294989,7.293828,7.290693,7.289131,7.286678,7.283703,7.28104,7.278254,7.275112,7.271995,7.268891,7.26521,7.261453,7.258995,7.255754,7.252159,7.248972,7.245701,7.242889,7.239911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,SSP585,NA,CESM2-Leo,ElmerIce2,RACMO2.3p2,-0.170000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,TRUE,ISM_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.354961,7.355519,7.354957,7.354594,7.355082,7.354874,7.354497,7.354318,7.354681,7.355311,7.35562,7.354564,7.354619,7.353833,7.353808,7.353061,7.352614,7.352343,7.351415,7.35072,7.34995,7.349823,7.34932,7.349359,7.348237,7.347985,7.347177,7.347017,7.345711,7.344864,7.344254,7.343254,7.342286,7.341333,7.340557,7.339687,7.339298,7.337964,7.336861,7.33582,7.334403,7.333611,7.332674,7.331435,7.330127,7.328645,7.327574,7.326359,7.325794,7.324934,7.323578,7.32217,7.321409,7.319542,7.318435,7.31759,7.31534,7.314744,7.312752,7.310913,7.31041,7.308494,7.306396,7.305481,7.303023,7.301159,7.299431,7.298479,7.295589,7.292739,7.291457,7.289208,7.286483,7.284052,7.28141,7.278662,7.275737,7.272923,7.269451,7.266085,7.263705,7.260736,7.257373,7.254291,7.251175,7.248495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,SSP585,NA,CESM2-Leo,ElmerIce2,RACMO2.3p2,-0.060000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.354961,7.355519,7.354957,7.354594,7.355082,7.354874,7.354498,7.35432,7.354684,7.355314,7.355623,7.354568,7.354623,7.353837,7.353812,7.3531,7.352663,7.352401,7.351485,7.350816,7.350075,7.350002,7.349523,7.349581,7.348474,7.348307,7.347471,7.347333,7.346079,7.345331,7.344702,7.343861,7.342959,7.34199,7.34124,7.340425,7.340007,7.338704,7.337631,7.336605,7.335263,7.334545,7.333656,7.33247,7.331221,7.329823,7.328798,7.327644,7.327159,7.326334,7.325066,7.323708,7.323033,7.321261,7.320192,7.319426,7.317223,7.316717,7.314794,7.31307,7.312638,7.310838,7.308838,7.308048,7.305691,7.303909,7.30229,7.301471,7.298748,7.297602,7.295595,7.292982,7.290731,7.288375,7.285707,7.282937,7.280237,7.276872,7.273515,7.271286,7.268456,7.265136,7.262175,7.259181,7.256631,7.254061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIS,ALL,IGE,ElmerIce,SSP126,NA,MPI-ESM1-2-HR,ElmerIce2,MARv3.12,-0.370000,-0.170000,1,Linear,FALSE,DA_v,MARv3.12,20,NA,FALSE,ISM_X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355115,7.355166,7.355186,7.355199,7.355207,7.355212,7.355217,7.355221,7.355225,7.35523,7.355236,7.355244,7.355252,7.355263,7.355273,7.355283,7.355295,7.355308,7.355322,7.355337,7.354614,7.354773,7.354041,7.353506,7.352629,7.352046,7.351984,7.351875,7.351869,7.350712,7.350765,7.350308,7.350228,7.349937,7.349325,7.349041,7.349222,7.34922,7.348804,7.348462,7.347983,7.348064,7.347878,7.347758,7.347328,7.347184,7.346473,7.346638,7.346281,7.346164,7.346467,7.346262,7.345626,7.345659,7.345139,7.344438,7.34434,7.343955,7.343149,7.343286,7.34305,7.342522,7.341753,7.341351,7.341072,7.340763,7.34016,7.340114,7.340483,7.340317,7.339884,7.33959,7.339683,7.339187,7.33884,7.338656,7.337924,7.337511,7.337303,7.336807,7.336196,7.336358,7.336272,7.335924,7.335589,7.33512,7.334976,7.334156,7.333748,7.333159,7.332612,7.33259,7.331806,7.331231,7.331078,7.330924,7.330388,7.329691,7.32951,7.328913,7.329122,7.329197,7.32894,7.328934,7.32883,7.328552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
